GeneID	RNA.WT1	RNA.WT2	RNA.KO1	RNA.KO2	RPF.WT1	RPF.WT2	RPF.KO1	RPF.KO2
ENSMUSG00000002847	21	53	40	34	7	6	0	6
ENSMUSG00000002870	323	383	290	322	23	43	17	46
ENSMUSG00000002871	54	59	23	13	6	0	0	2
ENSMUSG00000002881	28	33	19	34	1	5	6	2
ENSMUSG00000002885	43	54	43	51	0	0	2	1
ENSMUSG00000002897	99	71	108	94	6	29	21	21
ENSMUSG00000002900	410	327	669	514	56	49	79	79
ENSMUSG00000002908	1603	1659	3475	3047	386	618	631	540
ENSMUSG00000002910	46	21	33	51	16	8	17	20
ENSMUSG00000002930	104	115	108	121	5	9	5	5
ENSMUSG00000002944	31	39	19	11	5	2	3	0
ENSMUSG00000002948	686	507	323	556	25	47	21	18
ENSMUSG00000002949	383	494	518	419	109	94	54	61
ENSMUSG00000002957	192	239	174	277	47	86	51	90
ENSMUSG00000002963	24	21	107	98	10	5	17	16
ENSMUSG00000002968	86	114	78	99	18	6	8	11
ENSMUSG00000002980	135	147	135	170	14	41	22	20
ENSMUSG00000002981	228	282	349	347	53	55	89	56
ENSMUSG00000002983	54	79	119	93	12	8	12	22
ENSMUSG00000002984	131	77	250	202	8	7	14	22
ENSMUSG00000002985	277	183	271	344	60	52	13	20
ENSMUSG00000002992	54	59	31	25	1	2	0	1
ENSMUSG00000002996	172	124	141	157	15	24	33	38
ENSMUSG00000002997	778	641	622	712	114	114	90	68
ENSMUSG00000003031	87	54	74	126	14	4	3	5
ENSMUSG00000003032	10	13	5	8	2	0	3	3
ENSMUSG00000003033	129	85	66	61	3	5	6	9
ENSMUSG00000003037	161	118	106	103	10	7	11	5
ENSMUSG00000003038	63	63	46	37	15	6	12	14
ENSMUSG00000003039	276	435	238	504	116	80	105	153
ENSMUSG00000003051	87	46	63	58	18	16	7	21
ENSMUSG00000003053	89	211	193	205	39	28	3	17
ENSMUSG00000003062	291	199	183	437	54	51	111	47
ENSMUSG00000003068	8	21	14	24	5	2	1	2
ENSMUSG00000003070	261	235	234	215	35	50	40	43
ENSMUSG00000003072	117	94	89	161	20	6	26	14
ENSMUSG00000003099	28	11	33	38	3	8	6	5
ENSMUSG00000003119	59	97	84	43	9	7	7	14
ENSMUSG00000003123	75	39	28	71	10	7	8	9
ENSMUSG00000003131	333	381	93	136	36	21	8	3
ENSMUSG00000003134	455	496	346	711	136	58	74	49
ENSMUSG00000003135	160	177	181	103	10	15	20	30
ENSMUSG00000003153	143	195	80	172	12	17	5	7
ENSMUSG00000003154	48	16	39	26	6	13	4	8
ENSMUSG00000003161	96	69	73	73	8	14	4	5
ENSMUSG00000003166	86	70	174	169	13	11	18	20
ENSMUSG00000003184	42	44	58	81	6	14	23	9
ENSMUSG00000003190	61	60	77	58	5	10	9	3
ENSMUSG00000003198	26	10	10	11	3	1	3	0
ENSMUSG00000003199	79	74	128	82	12	11	10	17
ENSMUSG00000003200	113	118	106	75	9	18	5	24
ENSMUSG00000003206	466	459	677	524	39	31	39	12
ENSMUSG00000003208	130	260	154	201	34	47	13	14
ENSMUSG00000003226	82	96	42	70	5	4	8	5
ENSMUSG00000003227	90	76	104	115	12	17	8	6
ENSMUSG00000003228	62	32	23	29	4	3	4	3
ENSMUSG00000003233	161	225	248	191	15	11	18	17
ENSMUSG00000003234	27	24	54	17	2	3	4	2
ENSMUSG00000003235	118	104	216	159	19	18	24	18
ENSMUSG00000003269	19	27	47	63	7	0	8	6
ENSMUSG00000003271	94	104	84	62	9	9	17	21
ENSMUSG00000003273	85	93	121	114	27	25	35	32
ENSMUSG00000003279	536	422	1017	699	27	38	80	42
ENSMUSG00000003282	183	175	615	167	20	16	45	52
ENSMUSG00000003283	53	45	41	179	6	13	7	14
ENSMUSG00000003299	40	48	28	58	5	1	3	7
ENSMUSG00000003308	103	101	50	101	7	6	6	2
ENSMUSG00000003309	864	571	629	609	77	53	51	90
ENSMUSG00000003316	67	105	93	76	15	12	21	6
ENSMUSG00000003341	390	372	183	309	16	7	13	6
ENSMUSG00000003344	139	101	107	124	7	10	7	2
ENSMUSG00000003345	419	273	308	260	15	14	13	26
ENSMUSG00000003346	115	169	139	95	11	9	12	13
ENSMUSG00000003348	379	282	396	352	52	35	54	17
ENSMUSG00000003352	164	210	148	236	24	44	36	38
ENSMUSG00000003354	87	123	101	116	9	9	8	15
ENSMUSG00000003355	72	104	88	76	9	4	7	7
ENSMUSG00000003360	177	121	189	182	33	24	16	23
ENSMUSG00000003363	111	111	251	132	13	14	22	60
ENSMUSG00000003378	82	111	118	225	18	6	16	27
ENSMUSG00000003379	245	472	306	437	75	82	58	59
ENSMUSG00000003380	11	21	10	13	4	1	4	3
ENSMUSG00000003382	148	170	152	130	12	26	10	19
ENSMUSG00000003402	400	650	673	555	142	172	254	130
ENSMUSG00000003410	42	36	73	55	4	3	10	6
ENSMUSG00000003411	134	106	215	268	77	39	70	81
ENSMUSG00000003418	178	112	64	122	13	15	5	5
ENSMUSG00000003420	139	115	92	159	1	18	11	8
ENSMUSG00000003421	182	197	115	72	14	10	17	44
ENSMUSG00000003423	255	198	126	195	15	6	8	12
ENSMUSG00000003429	241	364	195	134	19	12	5	4
ENSMUSG00000003435	403	388	878	557	44	49	57	52
ENSMUSG00000003436	348	433	677	936	43	62	82	94
ENSMUSG00000003437	241	207	378	273	27	33	35	48
ENSMUSG00000003438	272	321	250	342	14	16	37	32
ENSMUSG00000003444	55	48	51	32	4	4	2	0
ENSMUSG00000003452	58	75	109	90	7	7	9	3
ENSMUSG00000003458	33	44	18	46	11	7	6	4
ENSMUSG00000003464	79	61	20	50	21	22	11	10
ENSMUSG00000003469	203	196	183	193	11	15	15	12
ENSMUSG00000003476	92	131	57	81	9	3	10	12
ENSMUSG00000003477	119	103	204	178	27	18	21	29
ENSMUSG00000003484	51	44	48	60	5	9	14	18
ENSMUSG00000003500	175	79	84	173	5	10	14	9
ENSMUSG00000003505	50	59	82	67	2	2	7	4
ENSMUSG00000003518	2005	2179	6669	4245	458	684	1193	543
ENSMUSG00000003526	397	131	282	330	29	19	25	17
ENSMUSG00000003527	179	136	380	251	41	23	57	22
ENSMUSG00000003528	105	102	65	173	11	14	37	36
ENSMUSG00000003531	98	124	91	138	19	21	11	20
ENSMUSG00000003534	224	197	128	217	18	9	5	20
ENSMUSG00000003541	89	144	142	177	26	10	15	18
ENSMUSG00000003545	154	100	108	107	21	6	14	10
ENSMUSG00000003546	14	38	27	7	4	0	0	0
ENSMUSG00000003549	280	437	432	712	28	31	72	37
ENSMUSG00000003555	26	64	45	43	3	3	5	4
ENSMUSG00000003559	180	228	351	269	23	23	58	45
ENSMUSG00000003573	292	266	374	275	31	23	42	25
ENSMUSG00000003575	18	22	21	13	1	1	2	1
ENSMUSG00000003581	119	106	153	77	17	14	9	17
ENSMUSG00000003585	217	155	234	237	45	35	62	34
ENSMUSG00000003604	215	344	297	381	74	58	74	74
ENSMUSG00000003617	70	38	29	32	4	5	3	3
ENSMUSG00000003623	350	258	56	111	33	35	20	24
ENSMUSG00000003644	93	87	75	85	5	18	6	13
ENSMUSG00000003657	44	51	40	22	8	10	6	4
ENSMUSG00000003660	197	171	187	383	22	18	24	31
ENSMUSG00000003662	50	19	38	53	4	4	0	1
ENSMUSG00000003665	55	69	63	92	25	38	26	18
ENSMUSG00000003680	121	62	134	161	14	23	21	14
ENSMUSG00000003721	52	102	167	139	37	37	26	36
ENSMUSG00000003731	21	31	29	15	0	1	2	0
ENSMUSG00000003746	1521	1658	1552	833	112	113	121	86
ENSMUSG00000003752	19	21	41	20	4	5	2	10
ENSMUSG00000003762	24	88	48	47	7	16	21	14
ENSMUSG00000003778	57	49	64	76	4	4	9	1
ENSMUSG00000003779	82	35	45	44	22	7	12	14
ENSMUSG00000003808	136	220	215	221	41	30	33	42
ENSMUSG00000003809	181	197	192	140	52	74	85	52
ENSMUSG00000003810	14	24	15	27	2	0	2	6
ENSMUSG00000003812	104	104	141	139	4	9	11	14
ENSMUSG00000003813	419	239	319	513	33	66	75	55
ENSMUSG00000003814	102	97	39	69	14	11	30	27
ENSMUSG00000003824	125	134	69	108	7	24	16	10
ENSMUSG00000003847	149	106	53	89	1	0	3	2
ENSMUSG00000003848	106	135	61	124	13	16	14	12
ENSMUSG00000003849	21	43	27	10	2	8	2	2
ENSMUSG00000003863	61	63	61	51	18	13	6	11
ENSMUSG00000003865	26	56	23	12	3	14	5	6
ENSMUSG00000003868	199	301	232	272	7	13	12	4
ENSMUSG00000003872	25	23	90	40	0	0	5	8
ENSMUSG00000003873	75	148	28	76	8	11	5	2
ENSMUSG00000003882	321	337	628	523	31	38	58	64
ENSMUSG00000003923	1278	1284	1582	1145	85	131	98	101
ENSMUSG00000003929	182	402	342	270	38	61	34	19
ENSMUSG00000003934	334	194	253	83	25	6	5	7
ENSMUSG00000003948	292	241	184	307	36	25	34	40
ENSMUSG00000003949	306	343	352	370	45	55	23	38
ENSMUSG00000003955	682	461	483	778	115	117	48	101
ENSMUSG00000003970	51	70	47	49	9	14	7	3
ENSMUSG00000003974	314	342	395	264	51	32	40	56
ENSMUSG00000003992	29	35	34	19	3	5	13	6
ENSMUSG00000004018	174	158	101	135	43	22	18	15
ENSMUSG00000004031	979	1277	1331	840	44	52	19	16
ENSMUSG00000004032	451	360	173	154	53	30	12	13
ENSMUSG00000004035	858	670	867	419	108	76	71	78
ENSMUSG00000004038	103	88	101	116	9	5	15	8
ENSMUSG00000004040	56	96	150	114	5	18	14	24
ENSMUSG00000004043	226	198	674	433	63	53	35	109
ENSMUSG00000004044	119	223	135	136	18	17	22	10
ENSMUSG00000004054	152	73	81	101	8	7	12	13
ENSMUSG00000004056	254	164	260	251	12	20	28	31
ENSMUSG00000004069	171	134	271	291	24	31	54	33
ENSMUSG00000004070	176	127	100	119	13	18	10	19
ENSMUSG00000004071	134	248	164	246	16	19	10	13
ENSMUSG00000004085	286	283	284	633	24	47	41	27
ENSMUSG00000004096	159	160	323	104	9	22	9	19
ENSMUSG00000004098	247	148	289	384	19	13	18	34
ENSMUSG00000004099	150	121	100	120	21	16	22	15
ENSMUSG00000004100	26	25	33	55	3	2	3	3
ENSMUSG00000004105	243	206	385	276	11	29	16	8
ENSMUSG00000004110	97	115	117	81	16	9	8	9
ENSMUSG00000004113	176	381	173	319	37	79	87	61
ENSMUSG00000004127	72	54	147	82	13	8	14	4
ENSMUSG00000004151	90	84	81	72	10	7	9	11
ENSMUSG00000004187	271	136	278	177	23	24	30	29
ENSMUSG00000004207	101	191	419	399	19	21	25	19
ENSMUSG00000004221	283	172	373	195	26	15	45	53
ENSMUSG00000004231	112	109	93	123	25	35	31	15
ENSMUSG00000004233	501	1114	668	807	42	63	29	36
ENSMUSG00000004263	104	186	187	171	18	10	18	13
ENSMUSG00000004264	212	144	214	103	9	16	11	3
ENSMUSG00000004266	6	5	15	9	0	2	0	0
ENSMUSG00000004267	84	56	87	85	8	8	13	9
ENSMUSG00000004268	236	133	186	207	25	35	36	35
ENSMUSG00000004270	710	609	668	248	55	59	25	28
ENSMUSG00000004285	100	100	80	111	12	11	13	2
ENSMUSG00000004296	69	50	97	203	11	11	19	22
ENSMUSG00000004317	345	262	328	362	42	101	137	108
ENSMUSG00000004319	56	162	203	132	16	9	16	15
ENSMUSG00000004328	244	221	217	155	42	38	20	38
ENSMUSG00000004341	27	43	37	72	9	6	13	8
ENSMUSG00000004344	53	62	81	68	2	8	4	7
ENSMUSG00000004347	146	96	140	136	9	30	18	30
ENSMUSG00000004356	61	43	62	89	5	2	2	4
ENSMUSG00000004359	490	378	460	475	26	52	100	63
ENSMUSG00000004360	583	896	734	828	96	109	101	73
ENSMUSG00000004364	406	349	176	342	14	20	9	17
ENSMUSG00000004366	242	167	100	206	15	28	2	1
ENSMUSG00000004371	39	28	54	50	1	3	1	3
ENSMUSG00000004383	119	229	266	303	30	48	55	47
ENSMUSG00000004393	98	52	103	114	15	6	4	16
ENSMUSG00000004394	129	27	84	44	28	21	1	10
ENSMUSG00000004415	762	763	567	937	126	120	202	234
ENSMUSG00000004446	16	45	33	41	7	1	2	3
ENSMUSG00000004451	72	67	42	87	1	7	3	2
ENSMUSG00000004455	276	197	84	118	51	39	21	13
ENSMUSG00000004460	68	125	138	95	12	2	18	25
ENSMUSG00000004462	64	115	157	124	22	32	20	30
ENSMUSG00000004473	331	255	280	420	25	45	52	35
ENSMUSG00000004500	569	567	333	372	112	65	53	45
ENSMUSG00000004508	25	48	26	15	8	6	0	2
ENSMUSG00000004530	1177	779	1366	929	70	73	21	38
ENSMUSG00000004535	214	238	173	115	14	12	8	23
ENSMUSG00000004540	139	196	176	241	23	16	22	34
ENSMUSG00000004542	17	65	153	92	6	0	11	7
ENSMUSG00000004552	184	180	174	101	23	32	22	23
ENSMUSG00000004558	102	174	133	94	11	12	7	6
ENSMUSG00000004561	151	150	240	261	16	14	10	12
ENSMUSG00000004562	109	51	63	71	15	11	5	5
ENSMUSG00000004565	123	216	159	147	14	5	7	29
ENSMUSG00000004567	372	291	156	276	31	25	39	32
ENSMUSG00000004568	48	57	30	42	13	15	3	6
ENSMUSG00000004591	68	64	73	101	7	18	15	4
ENSMUSG00000004609	174	156	211	124	13	18	15	17
ENSMUSG00000004610	231	261	180	573	96	108	124	97
ENSMUSG00000004612	94	47	119	83	18	16	20	26
ENSMUSG00000004626	244	157	148	221	10	20	18	16
ENSMUSG00000004630	341	421	191	316	97	48	78	66
ENSMUSG00000004631	278	263	116	297	94	61	52	44
ENSMUSG00000004633	62	111	66	74	11	6	4	7
ENSMUSG00000004637	132	152	140	109	14	23	21	35
ENSMUSG00000004642	239	248	239	171	18	25	10	22
ENSMUSG00000004651	50	26	17	14	1	1	2	0
ENSMUSG00000004654	74	69	100	90	10	16	12	10
ENSMUSG00000004655	48	14	15	9	1	3	2	1
ENSMUSG00000004661	23	8	18	16	6	3	8	6
ENSMUSG00000004665	592	476	373	416	123	85	113	67
ENSMUSG00000004667	92	125	210	122	17	31	5	18
ENSMUSG00000004668	57	76	50	37	6	6	6	8
ENSMUSG00000004677	111	80	63	78	42	17	28	40
ENSMUSG00000004698	304	330	606	415	155	90	64	90
ENSMUSG00000004707	81	84	64	51	11	7	5	2
ENSMUSG00000004709	26	34	13	26	1	2	0	2
ENSMUSG00000004730	77	41	78	130	3	5	1	2
ENSMUSG00000004748	336	547	457	241	109	121	29	36
ENSMUSG00000004768	260	144	627	310	13	15	16	29
ENSMUSG00000004771	126	151	54	105	4	2	2	0
ENSMUSG00000004788	173	153	57	94	21	8	11	21
ENSMUSG00000004789	462	256	184	292	43	30	18	22
ENSMUSG00000004791	46	29	31	27	7	11	22	22
ENSMUSG00000004798	105	113	78	77	8	6	6	4
ENSMUSG00000004814	90	121	94	92	14	18	10	7
ENSMUSG00000004815	45	73	132	171	11	9	34	28
ENSMUSG00000004821	1328	995	1130	495	78	83	123	70
ENSMUSG00000004837	42	68	46	48	2	5	3	3
ENSMUSG00000004842	103	193	225	155	30	14	43	21
ENSMUSG00000004843	172	164	210	354	42	17	61	42
ENSMUSG00000004846	271	237	181	295	8	20	14	15
ENSMUSG00000004849	11	27	17	19	4	2	2	3
ENSMUSG00000004864	112	187	120	111	25	15	9	13
ENSMUSG00000004865	89	68	57	76	3	6	7	6
ENSMUSG00000004872	125	165	112	134	17	15	19	14
ENSMUSG00000004880	57	84	145	192	14	19	42	15
ENSMUSG00000004885	64	62	81	77	7	10	8	14
ENSMUSG00000004891	492	713	185	74	29	34	21	8
ENSMUSG00000004892	297	297	111	104	91	67	27	22
ENSMUSG00000004894	66	65	62	39	12	13	3	15
ENSMUSG00000004895	36	40	40	55	3	4	5	3
ENSMUSG00000004896	63	27	71	56	4	2	6	2
ENSMUSG00000004897	48	45	41	55	1	1	3	5
ENSMUSG00000004902	126	137	246	237	30	15	30	23
ENSMUSG00000004929	263	306	196	453	37	31	47	21
ENSMUSG00000004931	121	145	219	149	14	16	22	17
ENSMUSG00000004933	115	109	60	88	48	30	18	10
ENSMUSG00000004934	216	144	340	321	35	41	28	23
ENSMUSG00000004936	60	126	125	52	10	5	7	15
ENSMUSG00000004937	173	133	178	136	26	11	17	21
ENSMUSG00000004939	228	196	217	247	13	24	8	9
ENSMUSG00000004945	35	37	70	53	3	6	6	5
ENSMUSG00000004947	180	157	247	120	49	39	36	33
ENSMUSG00000004948	9	4	15	9	4	1	2	5
ENSMUSG00000004951	39	92	43	65	3	7	3	5
ENSMUSG00000004952	93	198	151	159	24	43	37	24
ENSMUSG00000004961	102	128	88	95	9	14	8	9
ENSMUSG00000004980	756	336	1311	639	87	83	163	163
ENSMUSG00000004988	111	91	154	88	15	27	17	18
ENSMUSG00000004994	67	138	122	124	15	24	34	14
ENSMUSG00000004996	2	11	5	5	0	0	1	1
ENSMUSG00000005034	187	219	271	141	18	11	19	36
ENSMUSG00000005043	459	396	276	200	19	19	19	20
ENSMUSG00000005045	32	29	12	8	4	6	4	1
ENSMUSG00000005054	99	98	86	100	12	12	8	11
ENSMUSG00000005057	142	318	340	252	17	41	9	24
ENSMUSG00000005069	65	25	68	40	5	6	8	15
ENSMUSG00000005078	107	87	202	196	18	16	22	15
ENSMUSG00000005087	93	114	89	67	11	1	11	2
ENSMUSG00000005089	70	33	76	60	35	17	19	16
ENSMUSG00000005102	90	86	117	181	10	13	9	4
ENSMUSG00000005103	112	142	54	90	15	8	9	18
ENSMUSG00000005107	105	97	81	119	12	19	8	12
ENSMUSG00000005124	172	99	132	114	28	22	40	54
ENSMUSG00000005125	20	60	57	118	3	14	4	6
ENSMUSG00000005131	138	371	285	215	9	11	9	12
ENSMUSG00000005142	126	143	41	179	12	14	31	43
ENSMUSG00000005148	98	74	48	71	9	10	6	6
ENSMUSG00000005150	71	109	110	101	9	6	11	8
ENSMUSG00000005161	148	228	220	245	16	26	25	10
ENSMUSG00000005198	8	14	33	24	3	6	3	4
ENSMUSG00000005202	269	529	578	394	64	32	104	94
ENSMUSG00000005204	411	181	242	244	53	26	76	53
ENSMUSG00000005220	101	154	246	383	16	13	29	19
ENSMUSG00000005225	202	244	265	125	25	29	25	49
ENSMUSG00000005232	80	62	14	16	8	3	6	2
ENSMUSG00000005233	90	26	58	70	17	11	10	6
ENSMUSG00000005237	449	702	741	288	69	94	78	134
ENSMUSG00000005251	57	46	52	54	4	3	0	1
ENSMUSG00000005262	92	94	56	37	17	15	5	7
ENSMUSG00000005267	36	19	59	31	4	3	4	8
ENSMUSG00000005268	41	53	39	26	8	7	10	4
ENSMUSG00000005299	268	170	122	207	46	32	35	26
ENSMUSG00000005312	118	91	112	63	50	31	24	18
ENSMUSG00000005320	87	86	99	73	23	17	41	43
ENSMUSG00000005338	139	147	169	198	19	30	19	26
ENSMUSG00000005339	173	66	105	211	14	10	17	6
ENSMUSG00000005354	204	276	481	363	39	41	118	80
ENSMUSG00000005355	170	142	20	47	13	10	5	3
ENSMUSG00000005357	313	201	222	179	39	34	21	14
ENSMUSG00000005360	27	57	46	93	25	9	14	7
ENSMUSG00000005362	61	33	32	61	6	6	10	9
ENSMUSG00000005364	39	63	37	56	9	8	16	11
ENSMUSG00000005370	602	369	788	543	98	51	63	82
ENSMUSG00000005371	188	163	167	124	6	7	6	13
ENSMUSG00000005373	58	91	190	157	10	16	15	25
ENSMUSG00000005374	89	274	120	77	18	6	15	16
ENSMUSG00000005378	157	267	160	409	26	29	23	45
ENSMUSG00000005397	117	303	352	163	11	17	41	18
ENSMUSG00000005410	191	237	350	459	25	22	63	46
ENSMUSG00000005413	37	59	57	32	4	2	1	6
ENSMUSG00000005417	39	61	39	44	2	2	4	5
ENSMUSG00000005442	103	284	494	539	45	37	220	107
ENSMUSG00000005447	397	249	279	481	26	49	49	56
ENSMUSG00000005465	33	13	49	41	6	7	6	4
ENSMUSG00000005469	211	125	238	71	48	20	26	25
ENSMUSG00000005470	26	36	60	127	6	1	4	2
ENSMUSG00000005474	94	53	68	29	45	34	17	15
ENSMUSG00000005481	89	133	97	105	8	2	5	5
ENSMUSG00000005483	446	392	285	351	115	112	84	197
ENSMUSG00000005493	117	106	128	79	34	42	8	40
ENSMUSG00000005501	66	48	33	53	5	6	6	9
ENSMUSG00000005503	266	379	351	218	21	14	37	28
ENSMUSG00000005505	483	361	456	324	27	33	106	61
ENSMUSG00000005506	35	90	91	177	5	14	10	4
ENSMUSG00000005510	223	369	845	627	77	30	145	83
ENSMUSG00000005514	47	57	57	63	2	8	6	3
ENSMUSG00000005533	63	85	92	55	3	4	11	14
ENSMUSG00000005534	62	88	70	156	14	6	23	12
ENSMUSG00000005540	25	75	70	51	2	6	8	9
ENSMUSG00000005547	123	126	176	157	16	12	12	4
ENSMUSG00000005553	10	6	12	17	1	0	6	2
ENSMUSG00000005566	237	243	30	52	28	19	5	5
ENSMUSG00000005575	14	14	7	11	3	6	0	2
ENSMUSG00000005580	72	51	85	80	13	12	9	16
ENSMUSG00000005583	20	10	32	22	2	1	3	1
ENSMUSG00000005609	108	149	93	155	20	39	13	24
ENSMUSG00000005610	87	39	107	75	6	3	5	8
ENSMUSG00000005611	44	54	16	62	12	5	5	8
ENSMUSG00000005615	85	76	58	61	12	11	15	9
ENSMUSG00000005621	253	469	497	230	25	56	27	38
ENSMUSG00000005625	115	66	80	100	4	4	8	4
ENSMUSG00000005628	273	82	191	211	20	13	4	20
ENSMUSG00000005640	93	105	106	154	4	10	4	14
ENSMUSG00000005649	103	50	30	39	4	2	2	3
ENSMUSG00000005656	207	122	443	392	43	33	36	40
ENSMUSG00000005667	641	603	505	461	56	100	106	63
ENSMUSG00000005672	42	47	43	27	3	2	2	2
ENSMUSG00000005674	35	79	27	47	12	12	14	4
ENSMUSG00000005677	194	205	475	197	17	43	32	42
ENSMUSG00000005681	24	23	28	17	1	1	2	2
ENSMUSG00000005682	21	91	79	56	14	16	9	7
ENSMUSG00000005683	17	30	21	20	0	2	3	5
ENSMUSG00000005686	33	62	36	54	9	8	5	4
ENSMUSG00000005687	8	29	38	23	1	2	1	1
ENSMUSG00000005696	94	169	234	185	30	42	21	44
ENSMUSG00000005698	35	32	70	21	5	1	1	0
ENSMUSG00000005699	12	11	6	6	1	2	2	0
ENSMUSG00000005705	320	330	486	460	47	18	89	80
ENSMUSG00000005716	68	33	57	65	3	9	5	2
ENSMUSG00000005718	110	137	66	73	13	11	14	10
ENSMUSG00000005732	276	371	413	157	54	34	118	85
ENSMUSG00000005763	183	134	147	107	7	12	6	15
ENSMUSG00000005774	145	143	197	154	8	21	17	19
ENSMUSG00000005779	782	489	561	867	41	75	125	138
ENSMUSG00000005800	135	75	148	171	12	2	16	15
ENSMUSG00000005802	156	135	139	164	4	9	6	6
ENSMUSG00000005803	982	770	484	503	113	84	117	129
ENSMUSG00000005804	70	55	56	66	9	2	8	3
ENSMUSG00000005813	136	138	219	281	10	13	23	19
ENSMUSG00000005823	1418	1012	1714	1206	49	34	138	128
ENSMUSG00000005824	250	226	316	303	16	31	26	30
ENSMUSG00000005836	14	16	27	14	10	7	4	6
ENSMUSG00000005846	258	243	94	202	9	6	17	6
ENSMUSG00000005864	110	200	137	142	7	8	6	4
ENSMUSG00000005871	168	141	96	87	17	32	15	16
ENSMUSG00000005873	289	389	309	322	43	28	54	46
ENSMUSG00000005881	197	609	302	431	47	30	62	33
ENSMUSG00000005882	124	170	240	204	28	21	30	35
ENSMUSG00000005883	35	38	47	44	8	9	7	4
ENSMUSG00000005886	44	41	43	36	5	7	1	2
ENSMUSG00000005891	119	68	54	62	13	13	16	16
ENSMUSG00000005892	378	457	261	194	25	25	21	18
ENSMUSG00000005893	118	134	86	178	16	14	21	10
ENSMUSG00000005897	179	163	243	486	24	12	91	51
ENSMUSG00000005899	7	11	13	8	2	1	0	0
ENSMUSG00000005907	54	30	29	59	8	5	5	7
ENSMUSG00000005917	131	250	136	163	12	21	1	2
ENSMUSG00000005936	87	139	85	86	10	7	14	10
ENSMUSG00000005947	167	52	48	71	15	22	24	10
ENSMUSG00000005949	60	65	58	43	5	6	4	5
ENSMUSG00000005950	105	70	82	84	6	6	9	6
ENSMUSG00000005951	54	34	34	49	5	8	2	6
ENSMUSG00000005952	281	450	275	346	24	35	22	45
ENSMUSG00000005958	165	125	241	189	10	6	10	8
ENSMUSG00000005968	38	185	111	138	7	8	7	9
ENSMUSG00000005973	40	91	69	96	10	3	5	5
ENSMUSG00000005980	644	452	418	359	14	24	16	15
ENSMUSG00000005981	255	204	423	419	14	19	47	45
ENSMUSG00000005982	674	1119	342	510	88	112	92	54
ENSMUSG00000005983	66	72	82	46	4	7	8	7
ENSMUSG00000005986	221	352	111	303	26	18	45	108
ENSMUSG00000005994	36	19	37	57	11	15	15	37
ENSMUSG00000006005	105	104	56	86	16	34	14	22
ENSMUSG00000006007	20	19	48	63	3	4	11	6
ENSMUSG00000006010	293	378	173	161	15	9	32	24
ENSMUSG00000006014	125	98	89	48	5	6	12	6
ENSMUSG00000006019	140	162	133	108	13	31	8	8
ENSMUSG00000006021	41	40	59	36	1	4	2	2
ENSMUSG00000006024	207	281	354	635	13	10	30	23
ENSMUSG00000006050	49	40	41	70	8	11	6	10
ENSMUSG00000006056	93	118	106	189	11	14	11	15
ENSMUSG00000006057	123	77	83	95	13	6	20	44
ENSMUSG00000006058	188	114	75	59	14	18	15	10
ENSMUSG00000006095	57	59	99	104	4	4	5	19
ENSMUSG00000006127	147	126	123	108	16	24	21	16
ENSMUSG00000006134	17	22	15	27	1	2	4	1
ENSMUSG00000006143	403	363	576	539	138	79	94	95
ENSMUSG00000006154	165	111	121	123	32	22	25	18
ENSMUSG00000006169	36	43	83	138	6	5	13	7
ENSMUSG00000006179	42	62	70	19	4	7	17	19
ENSMUSG00000006191	132	76	78	80	4	11	8	14
ENSMUSG00000006200	721	623	517	513	52	65	43	47
ENSMUSG00000006204	82	58	95	49	16	9	11	21
ENSMUSG00000006205	44	58	20	28	5	6	10	7
ENSMUSG00000006215	180	204	64	120	18	30	4	4
ENSMUSG00000006216	36	61	40	47	7	1	5	2
ENSMUSG00000006218	60	29	20	23	12	11	2	3
ENSMUSG00000006219	73	57	148	123	8	16	5	10
ENSMUSG00000006221	25	32	45	34	4	3	0	1
ENSMUSG00000006235	72	64	91	43	8	7	17	23
ENSMUSG00000006241	96	106	127	178	9	25	27	45
ENSMUSG00000006262	51	50	20	35	12	7	5	8
ENSMUSG00000006269	135	132	132	90	16	14	41	19
ENSMUSG00000006270	36	88	45	32	12	2	3	2
ENSMUSG00000006273	115	48	84	105	8	7	15	18
ENSMUSG00000006276	1089	1158	1110	1319	41	65	133	40
ENSMUSG00000006281	97	115	157	356	4	12	20	8
ENSMUSG00000006288	174	141	136	81	15	11	8	8
ENSMUSG00000006289	25	16	28	21	3	3	1	3
ENSMUSG00000006299	72	44	97	83	9	4	10	8
ENSMUSG00000006301	59	90	155	92	9	4	22	14
ENSMUSG00000006304	9	42	13	12	4	5	1	5
ENSMUSG00000006307	160	96	70	68	21	19	8	13
ENSMUSG00000006310	28	61	26	20	1	10	5	4
ENSMUSG00000006311	267	361	176	232	61	30	25	39
ENSMUSG00000006313	253	460	470	320	63	70	42	61
ENSMUSG00000006315	84	52	43	57	3	4	2	2
ENSMUSG00000006333	150	178	202	232	43	54	36	35
ENSMUSG00000006335	89	161	91	84	18	11	8	9
ENSMUSG00000006342	153	82	85	91	8	9	13	10
ENSMUSG00000006344	68	186	87	74	14	15	23	8
ENSMUSG00000006345	169	441	128	183	42	30	14	15
ENSMUSG00000006356	36	32	56	30	9	3	5	5
ENSMUSG00000006360	34	40	12	21	9	2	1	5
ENSMUSG00000006362	167	246	174	99	34	35	27	34
ENSMUSG00000006369	204	162	164	103	13	6	2	16
ENSMUSG00000006373	32	18	25	14	7	4	6	8
