GeneID	RNA.WT1	RNA.WT2	RNA.KO1	RNA.KO2	RPF.WT1	RPF.WT2	RPF.KO1	RPF.KO2
ENSG00000084774	5059	5265	3856	4536	728	1165	706	1237
ENSG00000085063	1098	1026	1080	1359	0	0	1	0
ENSG00000085117	75	62	52	62	81	61	22	64
ENSG00000085185	664	687	524	633	121	146	55	104
ENSG00000085224	1107	1350	2124	2455	1089	3169	1606	2724
ENSG00000085231	338	325	229	284	312	724	556	1328
ENSG00000085265	0	0	0	0	0	0	0	0
ENSG00000085274	280	266	291	366	131	269	233	278
ENSG00000085276	0	0	0	0	0	0	0	0
ENSG00000085365	289	204	268	383	242	655	412	667
ENSG00000085377	1177	1258	1164	1407	422	797	817	1137
ENSG00000085382	155	121	173	266	43	92	125	176
ENSG00000085415	1259	1247	1221	1388	845	2043	1699	3100
ENSG00000085433	192	245	236	385	145	319	340	522
ENSG00000085449	450	383	507	773	184	274	187	274
ENSG00000085465	6	4	7	8	1	3	5	7
ENSG00000085491	611	565	719	958	402	992	1705	2605
ENSG00000085511	683	699	744	915	213	505	357	576
ENSG00000085514	9	14	3	5	2	1	0	1
ENSG00000085552	0	0	0	0	0	0	0	0
ENSG00000085563	9	5	1	0	13	24	98	197
ENSG00000085644	422	467	411	447	6	5	4	3
ENSG00000085662	1276	1437	834	911	138	278	210	244
ENSG00000085719	1557	1523	1632	2103	529	1286	1239	1926
ENSG00000085721	1070	970	1036	1347	498	1121	905	2311
ENSG00000085733	5420	5179	4514	5599	1058	1932	979	1809
ENSG00000085741	6	12	5	4	2	3	0	2
ENSG00000085760	1025	908	955	1307	477	1453	1643	3143
ENSG00000085788	721	717	705	846	105	294	271	457
ENSG00000085831	111	85	56	64	2	12	19	30
ENSG00000085832	598	615	641	814	451	937	945	1520
ENSG00000085840	973	995	803	960	136	284	283	425
ENSG00000085871	873	916	796	956	2039	3952	1827	2847
ENSG00000085872	1603	1624	1448	1577	186	263	181	225
ENSG00000085978	1263	1319	1139	1264	478	1102	932	1482
ENSG00000085982	730	765	848	1032	131	375	260	487
ENSG00000085998	1620	1760	1272	1559	295	458	152	255
ENSG00000085999	497	509	314	407	54	91	58	111
ENSG00000086015	1554	1605	1590	1794	50	93	42	81
ENSG00000086061	3347	3191	3583	5108	1504	3407	2712	4956
ENSG00000086062	2445	2393	2779	3104	2138	4390	3087	4172
ENSG00000086065	483	500	692	821	672	815	1193	1416
ENSG00000086102	811	831	944	1009	157	314	279	484
ENSG00000086159	0	0	1	2	0	0	0	0
ENSG00000086189	717	771	687	799	356	722	1030	1404
ENSG00000086200	801	796	675	952	1126	2373	1486	2723
ENSG00000086205	0	1	0	0	0	2	8	5
ENSG00000086232	5316	5616	5609	6332	1635	2675	2589	3849
ENSG00000086288	3	1	1	4	0	7	5	9
ENSG00000086289	257	225	225	264	52	109	222	226
ENSG00000086300	145	200	195	229	196	467	489	793
ENSG00000086475	1470	1438	1307	1534	67	88	64	109
ENSG00000086504	2162	2241	1461	1875	638	1003	855	1052
ENSG00000086506	59	49	29	76	2	5	3	2
ENSG00000086544	284	262	276	292	39	65	49	72
ENSG00000086548	2	0	1	0	0	0	0	1
ENSG00000086570	11	2	5	3	1	0	0	1
ENSG00000086589	1077	1183	1071	1170	252	569	535	793
ENSG00000086598	4073	3691	4032	5156	9893	21602	20560	31510
ENSG00000086619	241	232	218	337	1033	2358	1316	2209
ENSG00000086666	791	691	782	1110	383	835	605	1035
ENSG00000086696	0	0	0	0	0	0	4	9
ENSG00000086712	571	527	492	679	375	674	903	1228
ENSG00000086717	0	0	1	0	2	0	0	1
ENSG00000086730	49	50	30	38	0	7	3	0
ENSG00000086758	8026	8277	8611	9476	2366	4133	2312	5032
ENSG00000086827	727	706	776	1082	721	1726	1177	2070
ENSG00000086848	262	291	375	496	2	3	3	3
ENSG00000086967	4	0	0	0	0	0	1	0
ENSG00000086991	10	17	0	1	117	237	157	333
ENSG00000087008	405	378	362	394	114	212	112	200
ENSG00000087053	837	861	984	1265	217	542	406	682
ENSG00000087074	705	699	538	637	68	99	81	85
ENSG00000087076	296	345	245	333	340	915	145	616
ENSG00000087077	529	522	271	316	39	34	82	44
ENSG00000087085	168	161	71	112	74	79	31	40
ENSG00000087086	49355	58634	56767	63168	678	907	319	677
ENSG00000087087	4871	5132	3686	4207	1204	1646	1111	1680
ENSG00000087088	1291	1346	1041	1412	417	476	282	361
ENSG00000087095	263	254	261	351	34	52	41	54
ENSG00000087111	1799	1944	1581	1815	1381	2404	1412	2010
ENSG00000087116	4	10	4	6	0	0	2	1
ENSG00000087128	0	0	0	0	0	0	0	0
ENSG00000087152	2105	2238	1894	2275	80	160	108	207
ENSG00000087157	491	472	412	457	65	117	104	108
ENSG00000087191	2407	2574	2082	2564	2805	5490	4183	6374
ENSG00000087206	651	583	570	755	379	741	294	441
ENSG00000087237	0	0	1	0	0	0	0	0
ENSG00000087245	0	0	0	0	1	0	0	0
ENSG00000087250	0	0	0	0	0	0	0	0
ENSG00000087253	4	7	8	4	8	28	22	38
ENSG00000087258	3	3	2	1	0	0	0	0
ENSG00000087263	1142	1047	954	1198	655	1107	1207	1862
ENSG00000087266	60	68	83	84	3	6	21	36
ENSG00000087269	1474	1494	1128	1234	241	477	491	842
ENSG00000087274	3737	4064	3082	3553	665	1403	1463	2142
ENSG00000087299	441	399	286	414	126	255	218	416
ENSG00000087301	160	122	145	226	281	767	488	880
ENSG00000087302	1002	894	989	1238	715	2067	2764	4415
ENSG00000087303	7	1	0	0	0	0	0	0
ENSG00000087338	798	783	888	1117	237	501	462	738
ENSG00000087365	8747	9632	7753	8984	4053	7589	4537	7195
ENSG00000087448	391	424	339	478	54	125	97	115
ENSG00000087460	15729	17346	15871	17387	5052	7780	6060	7824
ENSG00000087470	1412	1350	1546	2053	989	2270	2755	3998
ENSG00000087494	3	3	0	0	0	0	7	1
ENSG00000087495	0	0	0	0	0	0	0	0
ENSG00000087502	474	439	558	658	675	1831	1161	1838
ENSG00000087510	7	25	47	35	5	8	2	9
ENSG00000087586	4134	4354	4420	5014	1477	2765	2641	3679
ENSG00000087589	1	3	5	7	0	0	0	1
ENSG00000087842	623	653	609	671	438	1027	1013	1600
ENSG00000087884	47	70	42	49	27	68	88	91
ENSG00000087903	279	260	267	282	17	15	10	29
ENSG00000087995	865	970	852	887	182	391	264	485
ENSG00000088002	27	26	4	8	9	7	0	8
ENSG00000088035	419	375	382	465	2398	5669	2844	4143
ENSG00000088038	1053	1209	1045	1136	203	363	256	372
ENSG00000088053	4	6	1	3	0	0	0	0
ENSG00000088179	193	148	252	353	17	63	47	54
ENSG00000088205	1834	1693	1722	2496	896	2117	2158	3513
ENSG00000088247	10793	11171	8052	9669	1164	2285	1701	2698
ENSG00000088256	3137	3014	2298	2582	204	248	122	173
ENSG00000088280	114	149	139	156	15	35	55	79
ENSG00000088298	1265	1246	937	1085	897	1992	821	1296
ENSG00000088305	578	512	471	554	61	105	128	246
ENSG00000088320	0	0	0	0	0	0	0	0
ENSG00000088325	6824	6450	6714	7647	1692	3394	3766	6240
ENSG00000088340	71	55	59	63				
ENSG00000088356	1146	1222	782	905	384	834	846	1733
ENSG00000088367	417	425	704	802	15	20	15	21
ENSG00000088386	810	844	1096	1214	1527	2754	1225	2558
ENSG00000088387	549	461	539	672	96	227	154	288
ENSG00000088448	343	346	332	413	114	254	178	252
ENSG00000088451	139	139	106	154	175	368	335	550
ENSG00000088538	287	210	272	289	42	109	132	128
ENSG00000088543	201	196	159	166	4	5	3	4
ENSG00000088682	836	899	745	868	155	264	200	282
ENSG00000088726	0	3	0	0	2	2	3	2
ENSG00000088727	153	160	159	194	37	65	68	109
ENSG00000088756	0	0	0	0	1	2	10	5
ENSG00000088766	598	470	453	490	0	0	0	0
ENSG00000088782	0	0	0	0	0	0	0	0
ENSG00000088808	419	360	394	452	108	235	149	311
ENSG00000088812	2239	2126	2113	2528	1866	4480	2179	3726
ENSG00000088826	360	386	355	371	21	19	15	46
ENSG00000088827	0	0	0	0	0	0	0	0
ENSG00000088832	3962	4246	3416	4048	16	14	10	21
ENSG00000088833	1496	1491	1213	1524	393	667	657	877
ENSG00000088836	668	692	608	713	341	683	526	648
ENSG00000088854	242	229	221	301	27	76	63	108
ENSG00000088876	200	183	142	170	29	65	47	58
ENSG00000088881	5	4	3	3	4	3	2	1
ENSG00000088882	0	0	0	0	0	0	0	0
ENSG00000088888	5605	5553	4503	5099	75	70	25	44
ENSG00000088899	374	399	374	476	13	6	5	3
ENSG00000088926	42	49	25	44	94	238	148	246
ENSG00000088930	1774	1874	1652	2288	654	1534	1631	2949
ENSG00000088970	66	54	81	95	92	178	171	262
ENSG00000088986	3889	4127	3384	3957	1979	3614	2096	2895
ENSG00000088992	719	822	589	685	142	192	365	497
ENSG00000089006	1488	1319	1398	1688	324	747	819	1147
ENSG00000089009	16155	15577	15758	19047	334	660	178	365
ENSG00000089012	0	0	0	0	0	0	0	0
ENSG00000089022	752	756	673	805	135	273	230	421
ENSG00000089041	0	0	0	0	0	0	0	0
ENSG00000089048	187	200	265	302	285	712	632	1305
ENSG00000089050	622	682	560	736	71	107	128	164
ENSG00000089053	3592	3798	3119	3515	1088	2241	1667	2543
ENSG00000089057	952	999	880	1048	275	587	402	626
ENSG00000089060	335	429	282	301	128	139	77	128
ENSG00000089063	1671	1634	1722	2023	16	12	13	14
ENSG00000089091	31	18	35	45	15	23	13	35
ENSG00000089094	1091	995	919	1071	70	95	36	62
ENSG00000089101	0	0	2	2	0	1	2	0
ENSG00000089116	0	0	0	0	0	0	0	0
ENSG00000089123	124	146	137	138	36	60	50	72
ENSG00000089127	53	58	21	30	4	6	25	42
ENSG00000089154	9566	10281	8516	8971	2618	3841	1986	3384
ENSG00000089157	57337	64112	50430	53442	505	755	244	499
ENSG00000089159	1136	992	973	1044	55	74	62	79
ENSG00000089163	17	18	31	16	18	32	12	25
ENSG00000089169	0	0	1	0	0	0	0	0
ENSG00000089177	164	172	147	216	117	228	268	396
ENSG00000089195	655	596	571	837	242	506	488	718
ENSG00000089199	60	56	51	85	135	301	384	603
ENSG00000089220	5854	6048	4494	5363	303	448	542	524
ENSG00000089225	0	0	0	0	0	0	0	0
ENSG00000089234	548	531	488	548	177	424	315	433
ENSG00000089248	4269	4366	3559	4226	18174	31297	15894	29744
ENSG00000089250	0	1	0	0	0	0	0	0
ENSG00000089280	7405	7569	4278	5657	2041	3715	4015	6534
ENSG00000089289	1111	1158	1130	1299	415	762	496	672
ENSG00000089327	2	2	3	3	4	2	19	26
ENSG00000089335	0	0	0	0	0	0	0	0
ENSG00000089351	1734	1893	1635	1900	104	154	179	307
ENSG00000089356	0	0	0	0	0	0	0	0
ENSG00000089472	32	34	8	5	2	1	5	2
ENSG00000089486	1745	1891	1369	1495	53	119	43	92
ENSG00000089505	10	12	5	23	0	0	6	1
ENSG00000089558	10	4	7	3	2	4	0	4
ENSG00000089597	16133	16527	14440	16039	14403	25496	9126	13898
ENSG00000089639	175	183	143	159	60	73	53	98
ENSG00000089682	263	252	327	400	181	397	278	382
ENSG00000089685	3809	4020	3017	3382	302	999	671	1191
ENSG00000089692	0	2	2	0	0	0	0	1
ENSG00000089693	5380	5999	4254	4916	929	1093	403	856
ENSG00000089723	58	52	55	76	15	11	10	16
ENSG00000089737	2499	2677	2163	2543	322	583	544	879
ENSG00000089775	225	195	239	222	90	238	361	423
ENSG00000089818	824	724	673	799	144	255	192	313
ENSG00000089820	5	5	1	8	1	1	0	1
ENSG00000089847	40	39	29	27	8	9	17	14
ENSG00000089876	694	595	722	845	424	835	652	1342
ENSG00000089902	922	872	1046	1209	463	1058	930	1696
ENSG00000089916	269	289	302	360	52	63	84	157
ENSG00000090006	743	672	487	596	55	102	51	89
ENSG00000090013	916	1089	737	862	139	103	87	119
ENSG00000090020	239	285	262	275	275	462	276	388
ENSG00000090054	677	726	787	962	1516	3911	2262	3914
ENSG00000090060	2616	2664	2736	3623	415	1091	1308	1717
ENSG00000090061	332	308	266	341	154	164	180	249
ENSG00000090097	908	1014	735	931	32	55	33	77
ENSG00000090104	0	0	0	0	0	0	0	0
ENSG00000090238	4	5	1	3	0	0	0	0
ENSG00000090263	377	435	296	357	198	363	246	387
ENSG00000090266	860	818	628	640	260	699	637	771
ENSG00000090273	4773	4921	3933	4989	1946	4557	3002	4700
ENSG00000090316	1758	1768	1610	1865	803	1493	568	912
ENSG00000090339	3327	3276	3267	3828	2918	4673	1012	1862
ENSG00000090372	2545	2618	2289	2555	289	432	328	456
ENSG00000090376	0	1	1	0	0	0	1	0
ENSG00000090382	1216	1152	1554	1830	7805	16070	8239	11916
ENSG00000090402	0	0	0	0	0	0	0	0
ENSG00000090432	1434	1629	1341	1480	391	745	520	742
ENSG00000090447	359	373	193	306	122	172	31	69
ENSG00000090470	841	866	587	742	87	208	143	252
ENSG00000090487	2521	2888	2596	2856	275	734	551	783
ENSG00000090512	5	3	1	0	5	2	5	4
ENSG00000090520	2349	2227	2201	2625	8357	20241	7651	17955
ENSG00000090530	1064	1109	764	862	1051	2486	482	814
ENSG00000090534	719	731	628	688	142	201	106	167
ENSG00000090539	858	731	566	786	125	136	60	71
ENSG00000090554	8	6	0	2	6	4	2	3
ENSG00000090565	824	837	756	871	33	35	21	33
ENSG00000090581	365	372	468	584	334	632	435	722
ENSG00000090612	145	110	225	229	12	59	40	55
ENSG00000090615	2191	2122	2056	2422	232	371	212	400
ENSG00000090621	5267	5267	3955	4742	345	671	630	1230
ENSG00000090659	0	0	0	0	0	0	0	0
ENSG00000090661	451	476	487	550	201	385	214	315
ENSG00000090674	824	876	651	806	460	873	376	548
ENSG00000090686	661	653	711	935	413	1037	1015	1565
ENSG00000090776	353	356	302	315	105	136	35	59
ENSG00000090857	890	863	692	850	41	104	59	98
ENSG00000090861	9074	9814	8830	10312	5935	9966	8713	10694
ENSG00000090863	4587	4591	5173	5671	6321	13015	7101	11409
ENSG00000090889	1855	1789	1814	2179	630	1296	928	1858
ENSG00000090905	1109	962	985	1173	203	457	350	639
ENSG00000090924	1656	1451	1701	1745	64	74	42	95
ENSG00000090932	126	108	73	102	84	130	53	79
ENSG00000090971	276	314	209	182	20	35	9	19
ENSG00000090975	226	199	209	218	3	3	4	3
ENSG00000090989	161	169	163	221	137	364	351	568
ENSG00000091009	378	316	274	314	136	370	175	446
ENSG00000091010	0	0	1	0	0	0	0	0
ENSG00000091039	641	635	845	1053	320	717	839	1372
ENSG00000091073	445	384	303	369	16	4	12	20
ENSG00000091106	9	6	4	12	0	0	0	0
ENSG00000091127	612	617	568	664	458	1063	1293	1738
ENSG00000091128	1	1	3	0	0	1	1	0
ENSG00000091129	14	4	51	46	1	7	32	44
ENSG00000091136	3008	2968	3084	3580	6559	15093	4621	8343
ENSG00000091137	2	5	5	1	15	35	3	34
ENSG00000091138	1	0	1	3	7	33	11	20
ENSG00000091140	1519	1411	1402	1873	1445	3658	2820	4930
ENSG00000091157	423	379	468	623	126	279	196	327
ENSG00000091164	1409	1410	1611	2032	1088	2911	2985	6474
ENSG00000091181	0	0	1	1	0	0	0	0
ENSG00000091262	545	518	384	455	82	135	50	104
ENSG00000091317	1400	1338	1378	1778	2117	4155	3307	6140
ENSG00000091409	1006	1034	1909	2404	546	1087	2142	3800
ENSG00000091428	0	4	0	0	0	0	1	4
ENSG00000091436	522	496	600	674	158	384	295	508
ENSG00000091482	0	0	0	0	0	0	0	0
ENSG00000091483	1760	1777	1277	1609	1150	2895	3431	4445
ENSG00000091490	199	213	58	47	54	102	116	141
ENSG00000091513	6413	6584	3611	4033	7381	15281	20157	34794
ENSG00000091527	3274	3268	2918	3825	361	1030	1578	2985
ENSG00000091536	3	0	0	2	0	0	12	3
ENSG00000091542	1720	1782	1270	1454	49	49	58	42
ENSG00000091583	91	72	112	113	136	293	579	815
ENSG00000091592	0	0	0	0	0	2	0	0
ENSG00000091622	22	31	20	22	4	1	0	0
ENSG00000091640	296	328	252	338	116	235	248	350
ENSG00000091651	778	734	583	772	437	1330	1556	2356
ENSG00000091656	81	118	28	22	14	44	34	66
ENSG00000091664	0	0	0	0	0	0	0	0
ENSG00000091704	0	0	0	0	0	0	0	0
ENSG00000091732	669	713	487	496	348	679	446	702
ENSG00000091831	0	0	0	0	1	0	0	0
ENSG00000091844	1	1	2	4	0	0	0	0
ENSG00000091879	0	1	1	0	0	2	0	0
ENSG00000091947	715	769	719	819	429	546	117	180
ENSG00000091972	0	0	0	0	0	0	0	0
ENSG00000091986	2	3	4	12	3	3	8	12
ENSG00000092009	0	1	0	0	0	0	0	0
ENSG00000092010	871	977	701	783	242	534	511	606
ENSG00000092020	95	75	113	146	115	203	236	459
ENSG00000092036	414	467	254	265	99	187	120	186
ENSG00000092051	0	0	0	0	0	0	0	0
ENSG00000092054	0	0	0	0	0	0	0	0
ENSG00000092067	0	0	0	0	0	0	0	0
ENSG00000092068	37	25	29	16	51	83	49	46
ENSG00000092094	347	369	257	339	159	366	245	293
ENSG00000092096	61	75	36	45	41	58	22	44
ENSG00000092098	12	13	12	11	0	2	0	0
ENSG00000092108	366	364	468	547	722	1733	2160	3168
ENSG00000092140	191	199	253	348	90	240	263	361
ENSG00000092148	1201	1150	1494	1839	351	1008	781	1490
ENSG00000092199	12225	12661	9622	11981	720	1331	1488	2425
ENSG00000092200	6	6	0	5	0	0	4	0
ENSG00000092201	2680	2549	2323	3312	477	1133	1294	2070
ENSG00000092203	1111	1246	1203	1330	170	317	155	313
ENSG00000092208	152	130	125	142	84	202	237	453
ENSG00000092295	12	7	6	8	5	1	0	0
ENSG00000092330	358	367	321	411	30	51	50	63
ENSG00000092345	0	0	0	0	0	0	0	0
ENSG00000092377	0	0	0	0	0	0	0	0
ENSG00000092421	823	816	951	1121	835	1863	707	1512
ENSG00000092439	985	856	1283	1648	994	2579	2082	3185
ENSG00000092445	1726	1822	1273	1625	324	592	125	191
ENSG00000092470	1022	1014	960	1092	651	1523	1909	2619
ENSG00000092529	1	0	0	0	6	4	3	11
ENSG00000092531	336	298	284	383	1054	2341	3368	4920
ENSG00000092607	33	33	60	77	10	17	21	16
ENSG00000092621	4070	4397	4349	5020	488	782	894	1283
ENSG00000092758	0	1	0	0	0	0	0	0
ENSG00000092820	6403	6551	4621	5730	1276	2429	1617	3329
ENSG00000092841	4875	4811	2933	3792	1391	2199	1348	2942
ENSG00000092847	2811	2879	2540	3120	315	500	291	491
ENSG00000092850	0	0	0	0	0	0	0	0
ENSG00000092853	1065	972	978	1198	620	1348	891	1687
ENSG00000092871	660	599	760	934	64	85	47	61
ENSG00000092929	48	44	30	30	2	9	4	2
ENSG00000092931	402	390	333	393	641	1466	749	1325
ENSG00000092964	94	88	59	56	34	48	8	23
ENSG00000092969	150	162	72	72	76	156	20	20
ENSG00000092978	135	130	132	166	182	387	582	776
ENSG00000093000	2072	2061	2296	2816	152	533	374	679
ENSG00000093009	945	987	713	767	178	247	215	294
ENSG00000093010	2490	2516	2127	2206	1844	2118	1226	2050
ENSG00000093072	1	0	0	0	0	0	1	0
ENSG00000093100	0	0	0	0				
ENSG00000093134	0	0	2	0	0	2	2	8
ENSG00000093144	585	574	745	903	987	2185	2357	3684
ENSG00000093167	891	779	808	1139	350	914	628	1104
ENSG00000093183	1279	1256	1210	1289	270	372	198	286
ENSG00000093217	465	522	498	535	84	177	116	177
ENSG00000094631	608	654	662	733	130	172	140	264
ENSG00000094661	0	0	0	0	0	0	0	0
ENSG00000094755	0	0	0	0	7	4	1	0
ENSG00000094796	0	0	0	0	0	0	0	0
ENSG00000094804	3331	3025	2838	3154	1128	2273	2586	3911
ENSG00000094841	324	327	358	424	86	146	95	140
ENSG00000094880	1037	962	936	1112	458	1076	815	1557
ENSG00000094914	1370	1433	1045	1196	265	401	221	223
ENSG00000094916	2307	2258	1802	2104	1379	2079	954	1812
ENSG00000094963	0	0	0	0	0	0	0	0
ENSG00000094975	911	819	1147	1320	752	1804	1647	2549
ENSG00000095002	888	792	857	1150	938	1995	2191	4068
ENSG00000095015	350	327	371	496	120	379	281	462
ENSG00000095059	29	32	15	24	159	270	126	201
ENSG00000095066	208	196	131	219	43	81	42	62
ENSG00000095110	0	0	0	0	0	0	0	0
ENSG00000095139	5585	5781	6115	7126	2149	4874	4914	8869
ENSG00000095203	346	353	368	452	40	63	69	95
ENSG00000095209	564	619	665	947	1321	2893	2023	3477
ENSG00000095261	1000	999	976	1303	667	1470	1607	2675
ENSG00000095303	0	0	0	0	0	0	0	0
ENSG00000095319	4983	5356	4700	5207	1085	2110	1346	2667
ENSG00000095321	1632	1728	1605	1797	163	260	256	304
ENSG00000095370	3	1	2	2	0	1	1	1
ENSG00000095380	760	817	753	909	215	306	351	484
ENSG00000095383	102	100	108	117	10	13	3	5
ENSG00000095397	145	147	166	221	13	13	8	18
ENSG00000095464	2	0	1	0	2	1	1	2
ENSG00000095485	1692	1746	1408	1596	1082	2292	1478	2062
ENSG00000095539	3312	3346	3144	3609	939	1650	904	1268
ENSG00000095564	1489	1260	1485	2053	990	2117	1481	2331
ENSG00000095574	172	130	174	203	27	38	30	73
ENSG00000095585	0	1	0	0	0	0	0	0
ENSG00000095587	9	18	11	15	30	61	23	31
ENSG00000095596	7	11	6	10	33	71	88	125
ENSG00000095627	0	0	0	0	0	0	1	0
ENSG00000095637	1164	1081	1352	1663	299	722	479	761
ENSG00000095713	1	0	1	2	0	0	0	0
ENSG00000095739	1173	1119	1192	1309	2300	3789	2932	4071
ENSG00000095752	82	74	72	100	2	0	0	1
ENSG00000095777	0	0	0	0	0	0	0	0
ENSG00000095787	1371	1214	1376	1716	740	1678	1885	3226
ENSG00000095794	234	233	159	276	32	54	75	89
ENSG00000095906	1654	1884	1477	1708	27	30	9	23
ENSG00000095917	1	0	0	0	0	0	0	1
ENSG00000095932	0	0	0	0	3	3	1	6
ENSG00000095951	260	246	283	344	35	59	56	95
ENSG00000095970	0	0	0	0	0	0	0	0
ENSG00000095981	0	0	0	0	0	0	0	0
ENSG00000096006	0	0	0	0	0	0	0	2
ENSG00000096060	1247	1152	1133	1481	884	3345	3155	4531
ENSG00000096063	1080	1193	994	1281	514	1372	1472	2077
ENSG00000096070	1484	1470	1342	1476	162	196	73	142
ENSG00000096080	517	589	524	512	187	350	490	665
ENSG00000096088	0	0	0	0	0	0	0	0
ENSG00000096092	415	444	306	426	312	469	194	296
ENSG00000096093	163	195	162	210	94	174	188	216
ENSG00000096264	0	0	0	0	0	0	0	0
ENSG00000096384	57243	60619	49638	56395	11074	30918	24294	51677
ENSG00000096395	0	0	0	0	0	0	0	0
ENSG00000096401	868	843	778	1035	486	1241	1371	2565
ENSG00000096433	1449	1356	1522	1743	107	144	171	301
ENSG00000096654	65	56	54	81	39	85	70	110
ENSG00000096696	7146	6637	7771	8872	1608	3179	3365	7868
ENSG00000096717	270	315	290	398	207	529	341	713
ENSG00000096746	1994	1894	1635	2342	1589	3566	2042	3998
ENSG00000096872	78	43	67	83	75	185	263	470
ENSG00000096968	41	36	54	70	9	23	24	35
ENSG00000096996	0	0	0	0	2	0	0	0
ENSG00000097007	1690	1813	1793	1961	65	112	61	106
ENSG00000097021	1719	2066	1700	1940	161	203	153	205
ENSG00000097033	1887	1939	2435	3177	1444	3140	4097	6136
ENSG00000097046	772	716	897	1229	647	1567	1616	2942
ENSG00000097096	351	370	438	503	160	358	431	676
ENSG00000099139	2	3	51	41	10	18	187	330
ENSG00000099194	55007	56290	56316	61588	23153	61570	37886	59157
ENSG00000099203	535	610	380	406	140	290	31	134
ENSG00000099204	3592	3487	3444	3945	214	416	491	672
ENSG00000099219	1215	1061	1172	1358	1442	3330	2245	3877
ENSG00000099246	490	444	522	732	712	816	799	1168
ENSG00000099250	1068	1064	931	1097	1752	3633	1632	3003
ENSG00000099251	26	31	41	46				
ENSG00000099256	0	0	0	0	0	0	0	0
ENSG00000099260	0	0	0	0	0	0	0	1
ENSG00000099282	538	597	351	412	612	1337	1032	1877
ENSG00000099284	596	628	263	357	49	47	44	30
ENSG00000099290	938	883	952	1164	41	54	55	96
ENSG00000099308	331	377	356	394	43	50	34	49
ENSG00000099326	234	237	250	304	21	23	6	15
ENSG00000099330	226	252	151	198	24	39	15	30
ENSG00000099331	1189	1157	1041	1137	176	277	199	376
ENSG00000099337	931	808	649	739	43	57	38	54
ENSG00000099338	5	8	10	7	8	17	4	5
ENSG00000099341	4148	4845	3970	4760	518	586	1326	1386
ENSG00000099364	883	888	670	727	7	18	9	19
ENSG00000099365	31	30	34	33	28	30	15	20
ENSG00000099377	176	258	239	233	37	45	14	37
ENSG00000099381	1907	1781	1422	1684	263	384	185	349
ENSG00000099385	467	419	217	354	53	85	103	153
ENSG00000099399	4	13	7	5	2	13	5	4
ENSG00000099617	374	406	468	491	50	57	75	74
ENSG00000099622	1205	1353	832	994	689	1144	581	965
ENSG00000099624	3339	3710	3008	3960	175	173	48	102
ENSG00000099625	354	311	285	353	16	24	16	22
ENSG00000099715	0	0	0	0	0	0	0	0
ENSG00000099721	0	0	0	0	0	0	0	0
ENSG00000099725	0	0	0	0	0	0	0	0
ENSG00000099769	5	0	2	0	0	0	0	0
ENSG00000099783	8639	8751	7494	8770	2230	4903	3520	7290
ENSG00000099785	371	398	276	343	4	5	3	3
ENSG00000099795	1895	1972	1610	1858	231	218	84	136
ENSG00000099797	2951	3413	2592	3039	897	1021	877	1172
ENSG00000099800	2246	2406	1783	2121	205	290	88	181
ENSG00000099804	1983	2063	1677	1960	183	207	96	160
ENSG00000099810	337	310	339	413	53	75	77	117
ENSG00000099812	342	306	77	112	7	9	7	23
ENSG00000099814	1940	1855	1661	1983	5	8	7	15
ENSG00000099817	7684	8525	6329	7692	1056	718	307	495
ENSG00000099821	3824	4200	3478	3933	43	37	26	78
ENSG00000099822	999	1104	904	1002	52	56	24	44
ENSG00000099834	2	10	7	6	0	0	0	0
ENSG00000099840	19	8	10	22	3	8	2	3
ENSG00000099849	2418	2453	2488	2884	45	39	9	17
ENSG00000099860	1534	1538	1173	1334	161	270	79	147
ENSG00000099864	440	475	361	430	20	29	19	32
ENSG00000099866	16	13	19	18	1	0	0	0
ENSG00000099869	0	0	0	0				
ENSG00000099875	2911	3018	2708	3188	204	198	130	203
ENSG00000099889	161	208	143	177	10	9	5	11
ENSG00000099899	1109	1018	878	1121	117	135	71	131
